"species"
"Aricidea assimilis"
"Aricidea belgicae"
"Aricidea bryani"
"Aricidea capensis"
"Aricidea capensis bansei"
"Aricidea catherinae"
"Aricidea cerrutii"
"Aricidea cerrutii pacifica"
"Aricidea claudiae"
"Aricidea curviseta"
"Aricidea fauveli"
"Aricidea finitima"
"Aricidea fragilis"
"Aricidea fragilis mediterranea"
"Aricidea hartmani"
"Aricidea horikoshii"
"Aricidea jeffreysii"
"Aricidea laubieri"
"Aricidea longicirrata"
"Aricidea longobranchiata"
"Aricidea lopezi"
"Aricidea lopezi rosea"
"Aricidea mariannae"
"Aricidea mediterranea"
"Aricidea minuta"
"Aricidea mirifica"
"Aricidea mirunekoa"
"Aricidea monicae"
"Aricidea neosuecica nipponica"
"Aricidea nolani"
"Aricidea oculata"
"Aricidea pacifica"
"Aricidea philbinae"
"Aricidea pigmentata"
"Aricidea pseudoarticulata"
"Aricidea quadrilobata"
"Aricidea ramosa"
"Aricidea roberti"
"Aricidea rosea"
"Aricidea rubra"
"Aricidea simonae"
"Aricidea simplex"
"Aricidea suecica"
"Aricidea suecica meridionalis"
"Aricidea suecica simplex"
"Aricidea taylori"
"Aricidea uschakowi"
"Aricidea wassi"
"Armandia agilis"
"Armandia brevis"
"Armandia cirrhosa"
"Armandia hossfeldi"
"Armandia intermedia"
"Armandia lanceolata"
"Armandia leptocirris"
"Armandia longicaudata"
"Armandia maculata"
"Armandia polyophthalma"
"Armandia sp."
"Armina californica"
"Armina loveni"
"Armina sp."
"Arrhinopsis longicornis"
"Arrhis mediterraneus"
"Arrhis phyllonyx"
"Arrhis sp."
"Artacama coniferi"
"Artacama obscura"
"Artacama occidentalis"
"Artacama proboscidea"
"Artacama sp."
"Artacama valparaisiensis"
"Arthritica bifurca"
"Arthritica crassiformis"
"Arthritica semen"
"Arthritica sp."
"Aruga sp."
"Arvella sinica"
"Asabellides lineata"
"Asabellides oculata"
"Asabellides sibirica"
"Asaphis violascens"
"Asbjornsenia pygmaea"
"Ascidia conchilega"
"Ascidia mentula"
"Ascidia prunum"
"Ascidia sp."
"Ascidiacea"
"Ascidiella aspersa"
"Ascidiella scabra"
"Ascidiella sp."
"Asclerocheilus ashworthi"
"Asclerocheilus intermedius"
"Asclerocheilus minutus"
"Asclerocheilus sp."
"Ascobulla fragilis"
"Ascorhis tasmanica"
"Ascorhynchus arenicola"
"Ascorhynchus arenicolum"
"Ascorhynchus auchenicus"
"Ascorhynchus simile"
"Ascorhynchus sp."
"Asellus aquaticus"
"Asellus sp."
"Ashtoret lunaris"
"Aspalima cristata"
"Aspidelectra melolontha"
"Aspidosiphon albus"
"Aspidosiphon angulatus"
"Aspidosiphon kovalevskii"
"Aspidosiphon laevis"
"Aspidosiphon mexicanus"
"Aspidosiphon muelleri"
"Aspidosiphon muelleri kovalevskii"
"Aspidosiphon muelleri muelleri"
"Aspidosiphon sp."
"Assiminea brevicula"
"Assiminea californica"
"Assiminea latericea"
"Assiminea possietica"
"Assiminea sp."
"Assiminea succinea"
"Assiminea violacea"
"Astacilla damnoniensis"
"Astacilla dilatata"
"Astacilla gorgonophila"
"Astacilla intermedia"
